age,steps_per_day,active_minutes,sedentary_minutes,sleep_hours,sleep_quality,stress_level,workouts_per_week,diet_quality,hydration_liters,bmi,heart_rate_resting,heart_rate_avg,calories_burned,consistency_score,lifestyle_category,fitness_level
40,4961,48,1134,5.46,6.4,7.26,2,7.26,1.91,24.5,73.5,129.7,1500.0,9.17,Active,Unfit
57,4949,42,1026,4.84,3.79,8.06,1,5.04,3.28,23.97,71.2,125.7,1500.0,5.84,Sedentary,Fit
22,6481,49,1100,4.69,4.29,6.43,4,3.97,2.27,26.58,69.0,92.4,1500.0,8.76,Active,Unfit
51,8087,103,1191,5.58,5.71,5.36,3,6.38,2.93,25.59,63.9,107.9,1500.0,10.0,Active,Moderate
41,12460,123,920,5.93,7.75,4.8,3,9.43,2.22,16.71,54.5,90.0,1500.0,6.11,Active,Fit
34,7593,65,1031,4.26,4.03,8.97,6,4.61,2.23,25.96,68.7,107.5,1500.0,4.75,Athlete,Unfit
48,4143,35,1145,7.64,7.22,4.45,3,5.85,2.59,31.98,69.7,104.6,1500.0,7.45,Active,Unfit
24,2867,44,1081,5.14,4.55,7.99,6,6.3,2.45,31.21,76.0,123.6,1500.0,7.03,Athlete,Unfit
34,10258,93,1121,5.26,5.44,7.11,3,4.73,0.85,16.9,60.0,93.6,1500.0,8.34,Active,Moderate
45,6856,74,1017,7.1,7.55,4.11,2,5.43,2.68,22.57,65.0,88.6,1500.0,6.96,Active,Moderate
55,8280,77,1140,9.08,4.83,6.2,1,4.77,1.44,22.39,60.9,111.5,1500.0,8.42,Sedentary,Unfit
39,5871,52,1090,7.38,8.62,6.77,5,6.91,2.99,25.52,71.2,98.0,1500.0,6.19,Athlete,Moderate
32,5259,39,1200,7.43,8.1,3.56,4,7.31,3.67,31.38,75.7,130.5,1500.0,4.69,Active,Moderate
54,7724,101,980,8.8,7.9,2.73,5,7.35,3.23,24.53,62.9,99.4,1500.0,5.18,Athlete,Fit
32,8822,65,1085,7.08,7.9,6.47,4,10.0,2.16,16.0,61.7,111.0,1500.0,8.35,Active,Moderate
42,7760,80,1049,6.27,7.77,6.98,3,2.14,3.16,22.38,60.1,85.0,1500.0,9.36,Active,Moderate
38,4707,49,1082,7.64,2.98,7.73,5,7.22,2.15,25.66,68.8,111.7,1500.0,4.99,Athlete,Unfit
55,5135,65,1073,7.05,6.98,5.01,3,4.49,2.48,27.58,68.8,113.8,1500.0,7.71,Active,Moderate
19,4499,49,1066,6.8,7.39,6.43,2,2.81,4.25,27.81,71.4,104.7,1500.0,9.24,Active,Unfit
44,5184,33,1099,6.25,8.17,8.13,1,3.94,2.78,25.4,64.6,91.0,1500.0,7.59,Sedentary,Unfit
49,10634,100,1073,4.53,3.81,8.89,1,6.44,2.13,16.0,59.4,110.8,1500.0,4.26,Sedentary,Unfit
38,9193,82,1096,6.41,8.21,3.37,3,5.01,0.92,20.93,58.9,97.2,1500.0,4.97,Active,Moderate
21,8413,51,1068,4.71,7.03,4.98,6,8.17,1.78,25.96,71.0,116.8,1500.0,7.83,Athlete,Moderate
61,4392,47,901,6.22,8.34,6.32,0,3.96,2.61,31.11,74.4,121.1,1500.0,7.94,Sedentary,Unfit
36,4346,22,1079,6.94,7.03,3.41,5,9.88,2.17,30.76,69.8,122.7,1500.0,6.81,Athlete,Moderate
19,1682,10,1148,3.72,5.16,7.98,2,8.6,2.39,38.35,80.2,128.3,1500.0,7.71,Active,Moderate
43,4032,22,1172,8.86,7.16,2.93,2,4.29,2.7,27.33,73.6,106.2,1500.0,6.01,Active,Unfit
51,8478,84,1010,6.44,6.4,5.89,4,6.97,2.86,21.13,57.7,102.1,1500.0,9.5,Active,Moderate
31,3685,47,1108,6.04,5.62,8.05,0,4.76,2.15,27.61,70.5,100.3,1500.0,6.83,Sedentary,Unfit
32,5368,50,1010,5.91,3.94,6.63,4,7.04,2.02,22.96,66.5,108.0,1500.0,8.0,Active,Moderate
37,8591,85,1082,6.35,7.57,4.06,1,7.04,1.85,23.43,62.2,98.6,1500.0,5.9,Sedentary,Moderate
51,7128,69,1060,5.61,6.48,7.16,4,2.04,2.32,25.41,67.1,104.2,1500.0,7.24,Active,Unfit
53,3654,25,1200,8.66,7.27,6.34,3,3.36,3.91,33.3,69.3,98.2,1500.0,9.54,Active,Unfit
36,8874,59,1037,7.68,6.7,7.62,5,9.05,2.31,17.56,61.4,99.8,1500.0,9.91,Athlete,Moderate
26,6323,80,1001,5.79,7.19,6.47,2,4.68,2.78,27.22,71.2,108.9,1500.0,5.87,Active,Moderate
24,10951,113,903,8.26,9.88,2.22,1,9.26,2.72,16.5,56.8,99.9,1500.0,3.29,Sedentary,Fit
47,8161,80,1007,7.38,7.82,4.8,2,4.06,3.07,19.3,63.4,109.8,1500.0,7.61,Active,Moderate
30,5821,21,1063,6.29,5.44,8.5,2,4.58,2.35,24.3,69.9,103.6,1500.0,6.68,Active,Unfit
44,9549,97,1156,6.7,4.35,4.86,2,7.31,2.86,20.35,58.5,112.2,1500.0,8.96,Active,Moderate
61,6577,56,1141,5.35,4.39,8.59,4,6.14,3.21,24.49,67.9,106.7,1500.0,7.68,Active,Moderate
52,3784,43,1105,8.32,6.16,10.0,6,1.0,1.76,28.52,69.2,124.3,1500.0,7.88,Athlete,Unfit
30,7004,80,1011,7.1,7.12,6.08,2,6.93,1.19,23.35,64.7,105.2,1500.0,9.27,Active,Moderate
32,6977,60,1026,6.43,7.63,6.92,5,6.87,1.95,21.49,65.8,103.3,1500.0,10.0,Athlete,Moderate
63,8260,72,1136,7.69,7.72,7.47,1,8.03,2.4,21.64,64.5,92.1,1500.0,8.52,Sedentary,Moderate
26,7899,73,1049,9.17,7.04,4.86,0,7.83,3.83,25.97,59.5,89.2,1500.0,8.1,Sedentary,Moderate
62,7332,75,1053,6.99,7.13,5.97,3,7.27,1.97,24.12,66.4,121.6,1500.0,7.77,Active,Moderate
40,3279,10,1177,4.58,3.97,6.93,1,4.94,1.91,30.52,71.2,104.9,1500.0,7.31,Sedentary,Unfit
53,7242,65,1001,6.49,4.17,8.55,3,3.78,2.46,23.72,63.9,108.6,1500.0,6.68,Active,Unfit
57,2970,18,1118,6.43,7.3,6.15,1,3.35,1.14,34.42,80.8,129.2,1500.0,9.43,Sedentary,Unfit
20,6100,75,1097,4.93,4.06,8.5,5,6.02,1.21,24.61,60.7,119.1,1500.0,5.56,Athlete,Unfit
51,2227,40,1026,7.07,7.53,5.44,4,4.08,2.76,30.95,73.0,106.2,1500.0,8.29,Active,Unfit
36,4846,68,1022,6.65,6.57,4.91,2,7.23,2.74,24.53,76.2,116.8,1500.0,8.04,Active,Moderate
45,8272,78,996,7.11,6.02,8.67,2,2.31,1.7,26.89,62.5,127.2,1500.0,6.56,Active,Unfit
40,9236,72,1062,6.94,6.2,6.92,2,5.98,1.16,21.22,63.0,80.0,1500.0,9.67,Active,Moderate
57,5707,71,990,6.56,6.05,5.45,2,6.76,1.06,24.6,67.9,107.9,1500.0,7.51,Active,Moderate
62,11340,111,973,6.44,10.0,1.0,2,5.86,1.14,16.0,53.0,97.3,1500.0,1.4,Active,Moderate
24,10627,108,1066,6.88,5.45,8.55,2,6.67,2.15,17.99,55.8,86.9,1500.0,7.71,Active,Moderate
58,3655,27,1159,6.98,6.64,5.74,4,9.37,1.4,22.91,71.7,89.9,1500.0,9.37,Active,Moderate
29,4262,50,943,5.85,4.86,6.53,3,5.27,2.74,31.46,72.8,111.6,1500.0,9.66,Active,Unfit
31,6456,58,1012,8.88,8.69,5.11,3,7.51,2.72,23.51,66.1,95.1,1500.0,7.62,Active,Moderate
63,1000,11,1192,6.0,7.24,2.52,5,2.73,1.46,34.58,75.5,129.7,1500.0,5.42,Athlete,Unfit
32,6544,63,1035,7.88,6.16,5.06,6,5.67,3.08,30.11,69.0,110.0,1500.0,10.0,Athlete,Moderate
20,5666,68,1095,7.23,5.66,8.02,3,7.24,1.55,26.49,62.5,117.1,1500.0,7.88,Active,Unfit
32,8309,67,1052,5.85,4.61,8.38,2,5.28,2.0,22.43,59.4,97.9,1500.0,6.26,Active,Unfit
41,7912,75,1042,4.72,6.13,7.13,3,4.61,2.58,21.77,66.4,111.7,1500.0,9.31,Active,Unfit
63,3475,24,1143,5.9,2.5,6.48,5,3.61,1.3,30.89,76.2,117.2,1500.0,5.7,Athlete,Unfit
25,9587,81,1074,4.97,4.71,5.74,3,7.21,2.63,16.0,64.5,101.8,1500.0,8.85,Active,Unfit
22,5276,46,1184,6.25,4.63,6.87,3,6.13,2.17,25.71,68.6,120.4,1500.0,7.56,Active,Unfit
21,6393,53,1039,6.88,6.34,5.68,4,9.74,1.87,22.64,63.0,97.7,1500.0,8.56,Active,Moderate
31,9929,94,1143,8.46,7.89,5.23,1,8.13,1.71,16.2,58.3,92.6,1500.0,6.22,Sedentary,Moderate
33,7516,84,1015,6.97,5.47,7.04,3,6.36,2.23,25.39,67.1,97.6,1500.0,8.82,Active,Moderate
37,4649,15,1192,6.08,5.06,4.96,2,5.39,2.43,24.99,68.0,124.1,1500.0,7.71,Active,Unfit
41,5841,41,1160,5.25,5.28,8.92,2,8.58,2.38,29.51,68.0,120.3,1500.0,5.37,Active,Unfit
23,9157,99,1063,9.68,10.0,3.29,3,2.74,1.1,22.11,71.5,99.3,1500.0,2.61,Active,Moderate
48,13470,141,900,5.1,3.81,8.21,0,5.58,3.34,16.0,51.8,94.8,1500.0,3.42,Sedentary,Moderate
23,4888,19,1108,5.54,8.27,2.08,6,8.86,4.14,28.03,70.1,126.4,1500.0,3.62,Athlete,Moderate
52,3428,67,1064,8.66,8.04,6.72,1,5.62,2.94,31.12,73.7,130.8,1500.0,9.3,Sedentary,Unfit
32,11136,88,991,8.78,9.7,5.99,3,6.31,2.77,20.56,56.9,111.8,1500.0,5.64,Active,Moderate
46,5001,46,1192,6.34,5.99,6.98,2,7.04,2.78,24.4,68.0,80.0,1500.0,10.0,Active,Unfit
20,10696,88,1015,8.14,7.94,7.44,4,7.97,2.54,16.0,57.4,100.2,1500.0,10.0,Active,Moderate
28,6877,82,1007,7.11,9.77,3.97,2,7.92,4.07,25.51,62.0,110.8,1500.0,3.63,Active,Moderate
20,8308,86,1047,6.2,7.39,7.51,1,7.01,2.44,23.11,57.4,97.8,1500.0,10.0,Sedentary,Moderate
45,5850,34,1142,3.78,5.28,7.45,2,4.17,3.04,31.58,69.1,115.4,1500.0,9.08,Active,Unfit
27,5700,60,1088,7.92,8.37,4.4,3,8.21,2.2,25.77,73.0,96.3,1500.0,4.8,Active,Moderate
50,11598,114,1094,5.74,7.04,8.93,6,8.48,2.17,16.0,57.8,81.3,1500.0,7.92,Athlete,Moderate
33,7424,81,956,7.07,7.23,6.6,3,9.22,3.23,27.68,63.9,111.5,1500.0,9.01,Active,Unfit
27,9038,79,1127,5.61,7.79,5.76,5,1.83,1.73,20.94,62.0,108.1,1500.0,7.94,Athlete,Moderate
50,6126,70,1027,6.61,9.12,3.27,4,7.47,1.82,20.8,57.6,99.6,1500.0,4.62,Active,Moderate
53,5836,72,1087,6.59,2.96,9.06,0,5.18,2.49,24.68,66.8,100.2,1500.0,2.7,Sedentary,Unfit
20,5485,50,1104,4.96,4.86,5.01,3,4.58,2.5,26.02,69.8,112.6,1500.0,10.0,Active,Unfit
22,7791,82,999,7.27,6.22,5.41,7,9.01,1.31,18.4,67.2,111.8,1500.0,10.0,Athlete,Moderate
29,6761,70,1104,6.74,9.32,2.49,3,5.55,2.26,27.35,63.1,81.5,1500.0,3.25,Active,Moderate
61,5983,61,1042,7.03,8.6,1.27,3,8.12,1.64,22.95,64.9,95.1,1500.0,3.41,Active,Moderate
30,7469,60,1118,6.85,6.59,5.44,3,6.16,4.59,24.42,66.3,93.8,1500.0,9.31,Active,Moderate
41,5193,50,1117,4.69,9.93,6.1,4,4.69,3.29,24.6,67.9,103.0,1500.0,6.26,Active,Unfit
61,6654,68,1100,7.39,5.32,7.89,2,5.17,2.09,24.21,64.6,121.7,1500.0,7.24,Active,Unfit
49,8076,52,1081,6.45,6.38,6.29,1,6.68,2.2,16.0,62.5,109.1,1500.0,9.03,Sedentary,Unfit
33,7110,70,1091,7.55,9.18,4.42,4,6.62,2.13,24.28,70.1,111.4,1500.0,6.09,Active,Moderate
49,6475,49,1094,7.38,10.0,2.88,3,4.71,4.13,19.21,72.5,105.6,1500.0,1.87,Active,Moderate
62,7120,44,1046,6.56,9.33,6.54,2,7.78,1.8,23.17,67.4,109.0,1500.0,7.16,Active,Moderate
54,6603,66,1058,6.68,4.23,10.0,3,10.0,3.1,27.02,65.1,114.6,1500.0,3.96,Active,Unfit
53,5644,56,1025,6.42,4.19,4.64,2,5.64,2.53,24.8,67.8,99.4,1500.0,9.64,Active,Unfit
38,7412,84,1052,8.78,8.98,3.62,2,4.09,1.74,22.1,63.3,101.3,1500.0,6.18,Active,Moderate
64,6174,69,1097,7.48,4.32,8.04,4,8.83,2.5,22.38,66.8,85.7,1500.0,6.6,Active,Unfit
29,8953,71,1082,4.21,5.79,7.32,4,5.98,3.29,21.03,63.4,90.1,1500.0,8.8,Active,Unfit
38,2073,43,1126,5.26,5.81,8.14,3,4.09,2.4,37.44,69.0,121.1,1500.0,6.61,Active,Unfit
38,7417,76,1141,6.22,7.38,7.68,7,4.71,2.42,27.61,72.7,113.5,1500.0,10.0,Athlete,Fit
60,6265,53,1200,9.03,9.26,2.61,5,10.0,1.03,23.04,67.5,116.4,1500.0,3.31,Athlete,Moderate
23,4473,19,1125,8.91,10.0,4.88,2,4.3,3.18,26.75,75.0,113.9,1500.0,5.22,Active,Unfit
26,9020,95,1007,7.07,7.58,5.32,1,2.58,3.84,17.01,57.1,93.5,1500.0,7.49,Sedentary,Moderate
18,5696,29,1043,6.83,9.01,7.34,1,5.11,2.54,26.67,70.1,106.4,1500.0,7.43,Sedentary,Unfit
29,11362,105,1001,6.22,8.6,3.89,2,5.13,2.98,16.0,60.5,118.4,1500.0,3.68,Active,Moderate
31,5634,43,1159,4.13,4.35,7.73,5,3.23,1.43,27.52,68.8,114.0,1500.0,7.59,Athlete,Unfit
23,7116,68,1049,8.19,7.15,4.46,3,8.74,3.42,21.94,62.0,106.3,1500.0,9.86,Active,Moderate
18,7168,83,985,6.72,7.93,4.82,3,5.1,2.34,26.3,68.5,118.8,1500.0,5.38,Active,Moderate
39,1170,10,1097,5.98,5.7,7.03,3,8.1,2.82,33.01,73.2,119.5,1500.0,8.96,Active,Unfit
51,5631,53,1060,7.07,7.27,5.08,2,8.65,0.99,26.74,68.8,118.9,1500.0,6.77,Active,Moderate
28,7472,42,1092,5.82,5.95,5.48,2,5.39,0.97,27.93,65.6,110.1,1500.0,10.0,Active,Unfit
20,4189,21,1156,7.41,6.43,5.82,3,4.68,3.29,24.24,70.2,99.2,1500.0,8.86,Active,Unfit
59,10396,127,1055,6.79,7.35,4.22,3,8.22,2.95,16.0,58.1,101.1,1500.0,7.49,Active,Moderate
23,9820,112,1154,4.87,6.46,8.3,4,5.1,1.82,16.66,61.6,96.5,1500.0,8.63,Active,Unfit
23,8438,87,928,7.05,7.38,5.56,3,4.46,2.49,24.94,59.4,86.9,1500.0,9.01,Active,Moderate
37,8663,73,1043,5.56,5.87,7.87,3,5.9,2.18,18.63,66.0,115.1,1500.0,10.0,Active,Moderate
38,10755,119,968,4.92,7.25,6.12,2,6.43,1.95,16.0,67.4,110.5,1500.0,10.0,Active,Moderate
19,8122,97,982,5.31,7.74,4.51,6,5.89,2.62,19.5,67.3,113.8,1500.0,7.05,Athlete,Moderate
43,9901,124,930,7.7,9.64,1.62,2,5.34,1.89,20.49,62.9,88.7,1500.0,1.53,Active,Fit
48,6188,86,1053,4.65,6.94,5.85,7,6.66,2.38,25.8,64.6,114.0,1500.0,9.83,Athlete,Moderate
43,8629,62,1062,5.39,6.57,5.89,6,7.4,2.7,19.51,57.7,89.9,1500.0,8.42,Athlete,Moderate
49,10838,129,957,7.19,9.67,5.23,7,2.1,3.26,17.18,50.6,85.4,1500.0,4.25,Athlete,Moderate
27,8924,118,1090,3.77,4.41,7.97,3,8.44,2.18,22.67,61.3,88.1,1500.0,6.22,Active,Moderate
40,8530,107,1123,7.33,8.98,3.58,1,3.96,2.41,18.85,58.8,109.3,1500.0,4.52,Sedentary,Moderate
23,3612,61,1115,5.59,3.03,9.45,2,4.91,1.96,27.44,78.0,120.3,1500.0,2.36,Active,Unfit
40,6650,65,1089,5.17,6.85,5.93,4,1.72,2.42,21.3,66.1,111.3,1500.0,9.32,Active,Unfit
45,3801,22,1022,9.14,6.98,8.34,5,7.07,2.15,35.24,72.5,133.8,1500.0,7.37,Athlete,Unfit
47,7971,100,969,7.07,7.86,1.0,2,9.87,2.28,24.89,61.7,96.6,1500.0,3.44,Active,Fit
31,3473,63,1026,6.79,7.67,7.8,3,4.81,3.33,31.74,73.3,111.9,1500.0,8.84,Active,Fit
54,7179,66,1050,7.45,5.85,9.16,0,7.15,2.84,24.06,61.8,99.0,1500.0,7.87,Sedentary,Unfit
49,5545,78,1089,7.85,6.56,4.76,5,6.79,3.73,28.8,70.2,110.0,1500.0,8.42,Athlete,Moderate
51,8007,99,1050,6.91,4.7,5.46,1,4.89,3.07,22.88,62.7,115.6,1500.0,9.47,Sedentary,Moderate
58,9009,81,1078,8.18,6.99,5.48,3,2.73,2.51,19.52,60.8,109.1,1500.0,10.0,Active,Moderate
61,6955,46,1089,5.56,4.37,5.06,3,7.15,1.92,28.02,65.0,103.3,1500.0,10.0,Active,Moderate
39,10448,87,941,6.27,4.9,9.05,1,4.9,3.13,20.4,62.1,104.3,1500.0,6.08,Sedentary,Moderate
48,5830,41,1126,7.04,5.46,6.18,2,8.6,3.0,26.61,65.0,97.1,1500.0,8.19,Active,Unfit
24,7025,39,996,5.83,5.89,4.79,3,5.14,3.82,27.46,65.6,118.2,1500.0,9.28,Active,Moderate
58,9947,118,1069,6.19,3.99,7.25,4,4.95,2.66,16.0,65.2,107.1,1500.0,6.24,Active,Moderate
38,6238,68,1041,7.07,9.85,5.5,4,3.65,4.29,21.15,69.2,122.5,1500.0,6.58,Active,Moderate
33,7313,80,1068,5.69,4.95,8.59,2,6.57,2.37,19.58,64.3,90.7,1500.0,8.14,Active,Unfit
37,4450,47,1175,5.94,5.0,8.97,1,9.67,2.79,30.4,68.8,87.2,1500.0,5.03,Sedentary,Unfit
60,2359,44,1125,7.28,8.58,4.16,5,3.81,2.12,34.32,69.2,101.3,1500.0,5.73,Athlete,Unfit
61,8531,63,1120,6.35,8.72,3.89,6,1.0,2.18,24.85,61.3,91.7,1500.0,4.59,Athlete,Moderate
64,7400,77,1151,5.38,4.09,10.0,5,8.27,3.34,27.38,62.9,112.0,1500.0,3.13,Athlete,Unfit
36,6481,34,1021,4.77,5.64,7.59,2,7.47,1.59,21.93,66.4,121.3,1500.0,7.41,Active,Unfit
49,6346,68,1076,7.05,7.23,3.54,1,8.2,2.97,28.0,70.7,113.4,1500.0,7.39,Sedentary,Moderate
32,7410,72,1106,5.64,5.79,6.64,2,4.79,1.99,22.09,66.4,100.8,1500.0,9.28,Active,Moderate
22,5553,38,1019,7.19,10.0,7.63,7,2.1,2.86,28.85,67.1,119.5,1500.0,7.66,Athlete,Moderate
28,8549,70,970,9.54,9.81,6.43,3,9.06,2.75,20.49,65.6,112.0,1500.0,8.55,Active,Moderate
32,4881,47,1059,5.69,6.03,8.09,2,7.49,1.13,29.14,70.5,86.6,1500.0,7.9,Active,Unfit
46,8458,62,1171,5.21,5.97,4.87,6,9.15,2.66,23.19,69.8,112.1,1500.0,8.13,Athlete,Moderate
62,2648,29,1184,7.2,9.1,5.84,3,6.79,2.37,32.03,75.9,129.5,1500.0,6.67,Active,Unfit
21,4555,40,1068,7.14,7.14,8.89,4,2.46,2.98,32.27,74.1,123.7,1500.0,9.75,Active,Unfit
53,4535,77,1143,6.47,4.72,6.84,2,8.08,3.08,30.51,69.4,111.3,1500.0,6.56,Active,Unfit
40,4529,26,1135,5.09,5.18,5.4,1,3.92,2.04,30.43,68.2,120.2,1500.0,8.7,Sedentary,Unfit
32,9709,105,1110,7.49,10.0,6.68,3,4.78,1.93,16.0,60.6,108.0,1500.0,6.73,Active,Moderate
63,10625,94,1200,6.93,7.62,2.64,3,6.36,2.34,17.95,57.5,116.5,1500.0,6.95,Active,Moderate
61,6998,72,1034,7.74,6.32,4.79,3,7.65,2.23,24.56,64.0,127.3,1500.0,8.53,Active,Moderate
20,9344,105,1041,6.39,5.8,5.49,5,2.6,1.19,21.75,64.7,102.1,1500.0,8.66,Athlete,Moderate
49,2001,10,1200,6.31,7.62,5.26,3,3.74,3.89,36.0,79.5,136.9,1500.0,8.91,Active,Unfit
27,7057,74,1002,5.88,5.47,5.18,1,4.38,2.15,22.92,68.3,94.2,1500.0,9.51,Sedentary,Moderate
57,7578,48,1174,7.92,4.21,7.58,5,8.21,2.73,26.46,67.3,104.2,1500.0,7.17,Athlete,Moderate
55,5178,48,1121,6.35,8.25,5.34,1,6.52,2.84,23.8,75.0,105.5,1500.0,8.19,Sedentary,Moderate
39,4755,67,1047,7.12,5.78,7.55,4,3.8,1.38,29.99,75.7,117.4,1500.0,8.37,Active,Unfit
31,7868,63,970,4.18,1.26,8.06,5,7.5,1.41,22.07,68.6,111.8,1500.0,3.31,Athlete,Unfit
34,7195,51,1163,4.54,3.75,8.09,3,3.41,3.41,22.65,64.9,82.6,1500.0,4.91,Active,Fit
38,6496,60,1096,6.67,7.72,5.92,3,3.0,3.12,23.53,66.9,112.4,1500.0,7.68,Active,Moderate
32,6344,63,1003,6.17,5.68,6.12,6,4.14,2.51,23.14,72.9,112.3,1500.0,10.0,Athlete,Moderate
32,3266,60,1061,6.47,8.22,7.38,3,6.04,3.3,27.51,70.5,114.5,1500.0,8.66,Active,Unfit
18,5005,62,1102,6.97,5.65,4.83,4,6.3,1.2,26.88,69.4,108.5,1500.0,10.0,Active,Moderate
41,8702,67,1043,6.74,6.42,7.88,3,5.38,2.0,23.92,64.8,101.4,1500.0,9.91,Active,Moderate
29,10089,108,1065,6.1,2.61,10.0,4,4.23,3.51,18.08,65.2,89.9,1500.0,1.98,Active,Unfit
27,2912,18,1175,5.79,8.07,5.53,3,4.92,2.84,30.46,73.7,136.1,1500.0,6.08,Active,Unfit
63,2072,10,1108,7.65,10.0,4.54,3,5.84,2.99,29.82,76.0,127.2,1500.0,4.05,Active,Unfit
59,6429,81,1009,8.13,9.1,3.93,4,7.57,3.37,23.01,68.5,112.7,1500.0,2.96,Active,Moderate
59,6940,52,1093,7.75,7.88,6.44,4,5.63,3.37,19.74,69.4,111.5,1500.0,7.88,Active,Moderate
48,12499,129,958,6.98,7.87,5.58,2,2.16,3.09,16.0,58.6,111.5,1500.0,8.35,Active,Moderate
28,7352,101,1027,7.51,8.52,5.96,3,6.33,3.4,25.3,66.2,95.5,1500.0,7.86,Active,Moderate
33,13289,127,934,3.73,4.01,7.56,1,5.58,2.73,16.0,51.2,112.7,1500.0,6.57,Sedentary,Moderate
26,6677,73,1161,7.29,6.0,4.91,1,6.02,4.02,26.73,66.3,120.2,1500.0,8.19,Sedentary,Moderate
64,5684,55,1092,4.44,3.89,7.65,2,7.64,1.46,27.83,65.8,96.6,1500.0,5.81,Active,Unfit
31,4582,42,1108,7.92,9.14,5.86,5,8.31,2.29,29.67,73.1,113.2,1500.0,7.58,Athlete,Moderate
36,7463,59,1072,7.59,7.84,3.22,2,4.95,2.18,25.07,65.6,103.3,1500.0,6.96,Active,Moderate
48,7204,48,1089,3.78,3.18,5.23,5,9.31,1.62,24.26,62.9,90.3,1500.0,7.94,Athlete,Unfit
26,5360,21,1084,5.81,3.83,7.48,4,7.34,1.4,27.86,65.8,113.9,1500.0,6.27,Active,Unfit
53,12060,109,996,3.98,3.23,9.06,6,5.46,2.07,16.0,61.8,115.0,1500.0,4.27,Athlete,Unfit
56,6920,55,1080,6.92,7.91,7.66,2,7.03,2.32,18.11,64.6,121.1,1500.0,8.93,Active,Moderate
43,8357,95,1116,6.88,6.1,3.08,3,6.37,4.63,24.39,62.2,122.5,1500.0,8.56,Active,Moderate
25,5798,58,1092,5.64,7.85,3.05,2,4.01,2.62,25.34,69.8,102.2,1500.0,4.56,Active,Moderate
41,3751,27,1175,7.03,5.9,7.13,0,5.84,2.87,28.04,75.5,102.8,1500.0,7.64,Sedentary,Unfit
25,3322,10,1133,5.93,7.73,6.03,3,4.51,2.53,34.64,70.3,92.8,1500.0,6.82,Active,Unfit
36,9047,85,1057,6.47,6.91,6.2,2,6.63,1.86,16.33,63.6,96.4,1500.0,8.33,Active,Moderate
64,9124,88,1068,8.08,8.35,6.01,3,5.13,3.95,20.91,59.0,99.2,1500.0,7.13,Active,Moderate
47,7812,67,967,6.52,5.75,7.75,2,5.15,2.0,26.73,66.6,98.1,1500.0,7.7,Active,Moderate
39,3851,48,1069,7.47,7.92,4.17,3,5.91,1.55,27.89,72.5,100.3,1500.0,8.22,Active,Moderate
26,10387,80,1131,7.79,7.47,5.41,2,7.25,1.86,16.01,61.1,93.2,1500.0,6.24,Active,Moderate
61,5864,35,1067,8.88,9.09,8.41,4,5.75,1.44,23.83,73.0,99.0,1500.0,7.63,Active,Unfit
21,10900,120,969,8.81,10.0,3.56,5,4.75,2.24,18.31,56.8,112.2,1500.0,2.48,Athlete,Fit
54,10372,130,989,5.99,7.17,6.88,1,7.91,2.43,18.46,61.8,81.8,1500.0,10.0,Sedentary,Moderate
25,4990,48,1145,6.99,7.01,5.54,2,4.97,3.4,22.68,72.2,106.6,1500.0,7.12,Active,Unfit
18,7189,52,1122,5.57,6.23,5.38,1,7.74,2.82,20.69,66.1,104.4,1500.0,10.0,Sedentary,Moderate
45,5920,36,1097,6.77,5.49,5.34,4,6.18,3.05,27.79,72.7,109.4,1500.0,10.0,Active,Unfit
23,6944,70,1111,6.66,5.19,6.64,2,6.13,1.86,21.7,66.4,103.1,1500.0,7.95,Active,Moderate
64,3234,29,1082,7.52,5.09,7.02,3,6.75,2.67,32.03,75.6,108.9,1500.0,6.62,Active,Unfit
53,2169,18,1097,7.38,7.84,3.84,5,6.2,2.11,32.52,76.4,108.7,1500.0,7.33,Athlete,Unfit
28,7599,85,1094,5.89,6.04,6.87,2,4.61,2.96,19.61,63.9,113.1,1500.0,9.87,Active,Moderate
22,1825,29,1085,6.64,7.67,6.62,2,6.73,2.76,31.76,75.1,126.5,1500.0,10.0,Active,Unfit
41,11551,112,1145,6.58,9.48,6.37,2,1.95,2.55,16.0,63.4,107.3,1500.0,5.94,Active,Moderate
64,7076,71,1200,8.65,8.46,4.85,4,8.4,2.31,24.58,70.1,112.8,1500.0,5.62,Active,Moderate
35,4615,53,1032,8.23,10.0,3.83,2,5.29,2.55,26.43,69.2,105.3,1500.0,3.3,Active,Moderate
37,5864,38,1111,5.83,3.97,7.52,0,2.87,2.42,30.03,69.4,115.3,1500.0,7.65,Sedentary,Unfit
45,11979,135,958,5.55,7.54,7.22,4,3.76,2.73,16.0,50.0,80.8,1500.0,8.16,Active,Fit
30,7851,72,1108,5.16,6.75,6.08,5,7.8,2.03,26.8,64.7,113.2,1500.0,7.53,Athlete,Moderate
22,4835,36,1130,7.28,7.16,4.39,5,2.27,1.85,30.03,75.4,103.6,1500.0,7.16,Athlete,Unfit
47,6316,73,1013,9.55,8.38,5.21,7,4.3,2.13,28.47,64.8,112.5,1500.0,6.41,Athlete,Moderate
18,9330,78,1114,6.08,3.28,6.64,6,8.96,1.3,22.62,61.6,102.6,1500.0,6.64,Athlete,Moderate
39,9700,99,1079,6.39,5.93,5.95,3,7.11,1.09,18.96,54.0,105.3,1500.0,10.0,Active,Moderate
35,1684,14,1006,5.6,5.67,5.54,2,9.75,1.98,34.39,80.9,105.7,1500.0,8.92,Active,Unfit
